e,!,!=,#,&,(,),*,+,",",-,/,;,<,<=,=,==,>,>=,Identifier,Integer-Number,[,],bool,break,char,else,factor,float,if,int,return,statement,string,void,while,{,|,}
437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440,-,-,-,-,-,-,[705],-,[455],-,[456],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
442,-,-,-,-,-,-,-,-,-,-,[443],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[444],-,-,-,-,-,-,-,-,-,-,-
444,-,-,-,-,-,-,[705],[447],[455],-,[456],[448],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[452],-,-,-,-,-,-,-,-,-,-,-
454,-,-,-,-,-,-,-,-,-,-,[460],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[461],-,-,-,-,-,-,-,-,-,-,-
458,-,-,-,-,-,-,[705],[464],[455],-,[456],[465],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
463,-,-,-,-,-,-,-,-,-,-,[468],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[469],-,-,-,-,-,-,-,-,-,-,-
471,-,[474],-,-,-,-,-,-,-,-,[480],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[481],-,-,-,-,-,-,-,-,-,-,-
476,-,-,[515],[516],-,-,[705],-,-,-,-,-,-,[512],[513],[509],[514],[510],[511],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
478,-,-,[515],[516],-,-,[705],[484],-,-,-,[485],-,[512],[513],[509],[514],[510],[511],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
480,-,-,-,-,-,-,-,-,-,-,[480],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[481],-,-,-,-,-,-,-,-,-,-,-
483,-,-,-,-,-,-,-,-,-,-,[488],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[489],-,-,-,-,-,-,-,-,-,-,-
491,-,-,-,-,-,-,-,-,-,-,[497],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[498],-,-,-,-,-,-,-,-,-,-,-
495,-,-,[515],[516],-,-,[705],[501],-,-,-,[502],-,[512],[513],[509],[514],[510],[511],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
501,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
504,-,-,-,-,-,-,-,-,-,-,[505],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[506],-,-,-,-,-,-,-,-,-,-,-
508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[522],-,-,-,-,-,-,-,-,-,-,-
518,-,-,-,-,-,-,[705],-,[533],-,[534],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
522,-,-,-,-,-,-,[705],[525],[533],-,[534],[526],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
524,-,-,-,-,-,-,-,-,-,-,[529],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[530],-,-,-,-,-,-,-,-,-,-,-
532,-,-,-,-,-,-,-,-,-,-,[538],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[539],-,-,-,-,-,-,-,-,-,-,-
541,-,-,-,-,-,-,-,-,-,-,[546],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[547],-,-,-,-,-,-,-,-,-,-,-
549,-,[553],-,-,-,-,-,-,-,-,[559],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[560],-,-,-,-,-,-,-,-,-,-,-
551,-,-,-,-,[628],-,[705],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
555,-,-,[594],[595],[628],-,[705],-,-,-,-,-,-,[591],[592],[588],[593],[589],[590],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
557,-,-,[594],[595],[628],-,[705],[563],[571],-,[572],[564],-,[591],[592],[588],[593],[589],[590],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
559,-,-,-,-,-,-,-,-,-,-,[559],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[560],-,-,-,-,-,-,-,-,-,-,-
562,-,-,-,-,-,-,-,-,-,-,[567],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[568],-,-,-,-,-,-,-,-,-,-,-
570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
572,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
574,-,-,[594],[595],[628],-,[705],[580],[571],-,[572],[581],-,[591],[592],[588],[593],[589],[590],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
579,-,-,-,-,-,-,-,-,-,-,[584],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[585],-,-,-,-,-,-,-,-,-,-,-
587,-,-,-,-,-,-,-,-,-,-,[600],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[601],-,-,-,-,-,-,-,-,-,-,-
601,-,-,-,-,[628],-,[705],[604],-,-,-,[605],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
603,-,-,-,-,-,-,-,-,-,-,[608],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[609],-,-,-,-,-,-,-,-,-,-,-
611,-,-,-,-,-,-,-,-,-,-,[617],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[618],-,-,-,-,-,-,-,-,-,-,-
615,-,-,-,-,[628],-,[705],[621],-,-,-,[622],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
620,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
622,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
624,-,-,-,-,-,-,-,-,-,-,[625],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[626],-,-,-,-,-,-,-,-,-,-,-
628,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
633,-,-,[672],[673],[628],-,[705],-,-,-,-,-,-,[669],[670],[666],[671],[667],[668],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
635,-,-,[672],[673],[628],-,[705],[641],[649],-,[650],[642],-,[669],[670],[666],[671],[667],[668],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
637,-,-,-,-,-,-,-,-,-,-,[637],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[638],-,-,-,-,-,-,-,-,-,-,-
640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
641,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
642,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
644,-,-,-,-,-,-,-,-,-,-,[645],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[646],-,-,-,-,-,-,-,-,-,-,-
648,-,-,-,-,-,-,-,-,-,-,[654],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[655],-,-,-,-,-,-,-,-,-,-,-
652,-,-,[672],[673],[628],-,[705],[658],[649],-,[650],[659],-,[669],[670],[666],[671],[667],[668],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
657,-,-,-,-,-,-,-,-,-,-,[662],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[663],-,-,-,-,-,-,-,-,-,-,-
665,-,-,-,-,-,-,-,-,-,-,[678],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[679],-,-,-,-,-,-,-,-,-,-,-
675,-,-,-,-,[628],-,[705],-,[690],-,[691],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
681,-,-,-,-,-,-,-,-,-,-,[686],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[687],-,-,-,-,-,-,-,-,-,-,-
689,-,-,-,-,-,-,-,-,-,-,[695],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[696],-,-,-,-,-,-,-,-,-,-,-
693,-,-,-,-,[628],-,[705],[699],[690],-,[691],[700],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[549],-
698,-,-,-,-,-,-,-,-,-,-,[703],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[704],-,-,-,-,-,-,-,-,-,-,-
705,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[706],-,-,-,-,-,-
(706),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[708],-,-,-,-,-,-,-,-,-,-,-,-
708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[709],-,-,-,-,-,-
(709),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
711,-,-,-,-,-,[712],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
712,-,[726],-,-,-,-,-,-,-,-,[732],-,-,-,-,-,-,-,-,[716],-,-,-,-,-,-,-,[733],-,-,-,-,-,-,-,-,-,-,-
716,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[721],-,-,-,-,-,[718],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
718,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[719],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
719,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[720],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[721],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
723,-,-,-,-,-,-,[1035],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
725,-,[726],-,-,-,-,-,-,-,-,[732],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[733],-,-,-,-,-,-,-,-,-,-,-
728,-,-,[767],[768],-,-,[1035],-,-,-,-,-,-,[764],[765],[761],[766],[762],[763],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
730,-,-,[767],[768],-,-,[1035],[736],[744],-,[745],[737],-,[764],[765],[761],[766],[762],[763],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
732,-,-,-,-,-,-,-,-,-,-,[732],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[733],-,-,-,-,-,-,-,-,-,-,-
735,-,-,-,-,-,-,-,-,-,-,[740],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[741],-,-,-,-,-,-,-,-,-,-,-
743,-,-,-,-,-,-,-,-,-,-,[749],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[750],-,-,-,-,-,-,-,-,-,-,-
747,-,-,[767],[768],-,-,[1035],[753],[744],-,[745],[754],-,[764],[765],[761],[766],[762],[763],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
752,-,-,-,-,-,-,-,-,-,-,[757],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[758],-,-,-,-,-,-,-,-,-,-,-
760,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
761,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
762,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
763,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
764,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
765,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
766,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
767,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
770,-,-,-,-,-,-,[1035],-,[785],-,[786],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
772,-,-,-,-,-,-,-,-,-,-,[773],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[774],-,-,-,-,-,-,-,-,-,-,-
774,-,-,-,-,-,-,[1035],[777],[785],-,[786],[778],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[782],-,-,-,-,-,-,-,-,-,-,-
784,-,-,-,-,-,-,-,-,-,-,[790],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[791],-,-,-,-,-,-,-,-,-,-,-
788,-,-,-,-,-,-,[1035],[794],[785],-,[786],[795],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
793,-,-,-,-,-,-,-,-,-,-,[798],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[799],-,-,-,-,-,-,-,-,-,-,-
801,-,[804],-,-,-,-,-,-,-,-,[810],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[811],-,-,-,-,-,-,-,-,-,-,-
806,-,-,[845],[846],-,-,[1035],-,-,-,-,-,-,[842],[843],[839],[844],[840],[841],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
808,-,-,[845],[846],-,-,[1035],[814],-,-,-,[815],-,[842],[843],[839],[844],[840],[841],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
810,-,-,-,-,-,-,-,-,-,-,[810],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[811],-,-,-,-,-,-,-,-,-,-,-
813,-,-,-,-,-,-,-,-,-,-,[818],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[819],-,-,-,-,-,-,-,-,-,-,-
821,-,-,-,-,-,-,-,-,-,-,[827],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[828],-,-,-,-,-,-,-,-,-,-,-
825,-,-,[845],[846],-,-,[1035],[831],-,-,-,[832],-,[842],[843],[839],[844],[840],[841],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
830,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
831,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
832,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
834,-,-,-,-,-,-,-,-,-,-,[835],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[836],-,-,-,-,-,-,-,-,-,-,-
838,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[852],-,-,-,-,-,-,-,-,-,-,-
848,-,-,-,-,-,-,[1035],-,[863],-,[864],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
852,-,-,-,-,-,-,[1035],[855],[863],-,[864],[856],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
854,-,-,-,-,-,-,-,-,-,-,[859],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[860],-,-,-,-,-,-,-,-,-,-,-
862,-,-,-,-,-,-,-,-,-,-,[868],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[869],-,-,-,-,-,-,-,-,-,-,-
871,-,-,-,-,-,-,-,-,-,-,[876],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[877],-,-,-,-,-,-,-,-,-,-,-
879,-,[883],-,-,-,-,-,-,-,-,[889],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[890],-,-,-,-,-,-,-,-,-,-,-
881,-,-,-,-,[958],-,[1035],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
885,-,-,[924],[925],[958],-,[1035],-,-,-,-,-,-,[921],[922],[918],[923],[919],[920],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
887,-,-,[924],[925],[958],-,[1035],[893],[901],-,[902],[894],-,[921],[922],[918],[923],[919],[920],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
889,-,-,-,-,-,-,-,-,-,-,[889],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[890],-,-,-,-,-,-,-,-,-,-,-
892,-,-,-,-,-,-,-,-,-,-,[897],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[898],-,-,-,-,-,-,-,-,-,-,-
900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
902,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
904,-,-,[924],[925],[958],-,[1035],[910],[901],-,[902],[911],-,[921],[922],[918],[923],[919],[920],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
906,-,-,-,-,-,-,-,-,-,-,[906],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[907],-,-,-,-,-,-,-,-,-,-,-
909,-,-,-,-,-,-,-,-,-,-,[914],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[915],-,-,-,-,-,-,-,-,-,-,-
917,-,-,-,-,-,-,-,-,-,-,[930],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[931],-,-,-,-,-,-,-,-,-,-,-
931,-,-,-,-,[958],-,[1035],[934],-,-,-,[935],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
933,-,-,-,-,-,-,-,-,-,-,[938],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[939],-,-,-,-,-,-,-,-,-,-,-
941,-,-,-,-,-,-,-,-,-,-,[947],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[948],-,-,-,-,-,-,-,-,-,-,-
945,-,-,-,-,[958],-,[1035],[951],-,-,-,[952],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
950,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
951,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
952,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
954,-,-,-,-,-,-,-,-,-,-,[955],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[956],-,-,-,-,-,-,-,-,-,-,-
958,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
960,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
961,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
963,-,-,[1002],[1003],[958],-,[1035],-,-,-,-,-,-,[999],[1000],[996],[1001],[997],[998],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
965,-,-,[1002],[1003],[958],-,[1035],[971],[979],-,[980],[972],-,[999],[1000],[996],[1001],[997],[998],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
967,-,-,-,-,-,-,-,-,-,-,[967],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[968],-,-,-,-,-,-,-,-,-,-,-
970,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
974,-,-,-,-,-,-,-,-,-,-,[975],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[976],-,-,-,-,-,-,-,-,-,-,-
978,-,-,-,-,-,-,-,-,-,-,[984],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[985],-,-,-,-,-,-,-,-,-,-,-
982,-,-,[1002],[1003],[958],-,[1035],[988],[979],-,[980],[989],-,[999],[1000],[996],[1001],[997],[998],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
987,-,-,-,-,-,-,-,-,-,-,[992],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[993],-,-,-,-,-,-,-,-,-,-,-
995,-,-,-,-,-,-,-,-,-,-,[1008],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1009],-,-,-,-,-,-,-,-,-,-,-
1005,-,-,-,-,[958],-,[1035],-,[1020],-,[1021],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
1011,-,-,-,-,-,-,-,-,-,-,[1016],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1017],-,-,-,-,-,-,-,-,-,-,-
1019,-,-,-,-,-,-,-,-,-,-,[1025],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1026],-,-,-,-,-,-,-,-,-,-,-
1023,-,-,-,-,[958],-,[1035],[1029],[1020],-,[1021],[1030],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[879],-
1028,-,-,-,-,-,-,-,-,-,-,[1033],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1034],-,-,-,-,-,-,-,-,-,-,-
1035,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1036],-,-,-,-,-,-
(1036),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1038,-,[1053],-,-,-,-,-,-,-,-,[1059],-,[1362],-,-,-,-,-,-,[1043],-,-,-,-,-,-,-,[1060],-,-,-,-,-,-,-,-,-,-,-
1040,-,-,-,-,-,-,-,-,-,-,-,-,[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1048],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1048],-,-,-,-,-,[1045],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1046],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1046,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1047],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1048,-,[1053],-,-,-,-,-,-,-,-,[1059],-,-,-,-,-,-,-,-,[1043],-,-,-,-,-,-,-,[1060],-,-,-,-,-,-,-,-,-,-,-
